Time,Time,%BRN 1!-ICE.Price,%BRN 1!-ICE.Size,%BRN 1!-ICE.Conditions
2025-11-05 00:00:03,2025-11-05T00:00:03,64.42,1,SetByBid
2025-11-05 00:00:10,2025-11-05T00:00:10,64.43,1,SetByBid
2025-11-05 00:00:10,2025-11-05T00:00:10,64.43,1,SetByBid
2025-11-05 00:00:49,2025-11-05T00:00:49,64.44,1,SetByBid
2025-11-05 00:00:49,2025-11-05T00:00:49,64.44,1,SetByBid
2025-11-05 00:00:49,2025-11-05T00:00:49,64.44,1,SetByBid
2025-11-05 00:01:02,2025-11-05T00:01:02,64.43,1,SetByAsk
2025-11-05 00:01:02,2025-11-05T00:01:02,64.43,1,SetByAsk
2025-11-05 00:01:02,2025-11-05T00:01:02,64.43,1,SetByAsk
2025-11-05 00:01:02,2025-11-05T00:01:02,64.43,1,SetByAsk
2025-11-05 00:01:02,2025-11-05T00:01:02,64.43,1,SetByAsk
2025-11-05 00:01:02,2025-11-05T00:01:02,64.43,1,SetByAsk
2025-11-05 00:01:05,2025-11-05T00:01:05,64.44,1,SetByBid
2025-11-05 00:01:07,2025-11-05T00:01:07,64.45,1,SetByBid
2025-11-05 00:01:22,2025-11-05T00:01:22,64.45,1,SetByBid
2025-11-05 00:01:22,2025-11-05T00:01:22,64.45,1,SetByBid
2025-11-05 00:01:22,2025-11-05T00:01:22,64.45,1,SetByBid
2025-11-05 00:01:22,2025-11-05T00:01:22,64.45,1,SetByBid
2025-11-05 00:01:48,2025-11-05T00:01:48,64.45,1,SetByBid
2025-11-05 00:01:48,2025-11-05T00:01:48,64.45,1,SetByBid
2025-11-05 00:01:48,2025-11-05T00:01:48,64.45,1,SetByBid
2025-11-05 00:01:48,2025-11-05T00:01:48,64.45,3,SetByBid
2025-11-05 00:01:48,2025-11-05T00:01:48,64.45,1,SetByAsk
2025-11-05 00:01:49,2025-11-05T00:01:49,64.46,1,SetByBid
2025-11-05 00:01:52,2025-11-05T00:01:52,64.45,3,SetByAsk
2025-11-05 00:02:06,2025-11-05T00:02:06,64.44,1,SetByAsk
2025-11-05 00:02:13,2025-11-05T00:02:13,64.44,1,SetByAsk
2025-11-05 00:02:14,2025-11-05T00:02:14,64.45,1,SetByBid
2025-11-05 00:02:15,2025-11-05T00:02:15,64.45,4,SetByBid
