Time,%BRN 1!-ICE.Price,%BRN 1!-ICE.Size,%BRN 1!-ICE.Conditions
2026-02-18T00:01:34,66.75,1.0,SetByAsk
2026-02-18T00:01:34,66.75,1.0,SetByAsk
2026-02-18T00:01:34,66.75,1.0,SetByAsk
2026-02-18T00:01:34,66.75,1.0,SetByAsk
2026-02-18T00:01:49,66.75,1.0,SetByAsk
2026-02-18T00:01:49,66.75,1.0,SetByAsk
2026-02-18T00:02:24,66.75,2.0,SetByBid
2026-02-18T00:02:24,66.75,1.0,SetByAsk
2026-02-18T00:02:25,66.75,1.0,SetByBid
2026-02-18T00:02:25,66.75,1.0,SetByBid
2026-02-18T00:02:25,66.75,1.0,SetByBid
2026-02-18T00:02:27,66.75,2.0,SetByBid
2026-02-18T00:02:27,66.75,1.0,SetByBid
2026-02-18T00:02:31,66.76,1.0,SetByBid
2026-02-18T00:02:31,66.76,1.0,SetByAsk
2026-02-18T00:02:34,66.77,2.0,SetByBid
2026-02-18T00:02:34,66.77,1.0,SetByBid
2026-02-18T00:03:01,66.79,1.0,SetByBid
2026-02-18T00:03:01,66.79,1.0,SetByBid
2026-02-18T00:03:02,66.78,1.0,SetByAsk
2026-02-18T00:03:02,66.78,1.0,SetByAsk
2026-02-18T00:03:02,66.78,2.0,SetByAsk
2026-02-18T00:03:02,66.78,1.0,SetByAsk
2026-02-18T00:03:05,66.78,1.0,SetByAsk
2026-02-18T00:03:05,66.78,2.0,SetByAsk
2026-02-18T00:03:05,66.78,1.0,SetByAsk
2026-02-18T00:03:05,66.78,3.0,SetByAsk
2026-02-18T00:03:05,66.78,1.0,SetByAsk
2026-02-18T00:03:05,66.78,1.0,SetByAsk
2026-02-18T00:03:05,66.78,1.0,SetByAsk
2026-02-18T00:03:20,66.8,1.0,SetByBid
2026-02-18T00:03:20,66.8,1.0,SetByBid
2026-02-18T00:03:53,66.78,1.0,SetByAsk
2026-02-18T00:03:53,66.78,1.0,SetByAsk
2026-02-18T00:03:53,66.78,1.0,SetByAsk
2026-02-18T00:03:53,66.78,1.0,SetByAsk
2026-02-18T00:03:53,66.78,1.0,SetByAsk
2026-02-18T00:04:38,66.8,1.0,SetByBid
2026-02-18T00:04:40,66.81,1.0,SetByBid
2026-02-18T00:04:40,66.81,1.0,SetByBid
2026-02-18T00:04:40,66.81,1.0,SetByBid
2026-02-18T00:04:55,66.8,1.0,SetByAsk
2026-02-18T00:04:55,66.8,1.0,SetByAsk
2026-02-18T00:06:10,66.8,1.0,SetByBid
2026-02-18T00:06:14,66.8,1.0,SetByBid
